activity_id,enriched_keywords
2f51aad2-bc70-58fe-9891-fe06df4cb885,"freestyle, terrain park, powder, carving, bindings, goggles, slope, chairlift, avalanche, snowboard gear"
8e6f6878-926f-545d-a5df-18414e836beb,"Karateka, kata, kumite, martial arts, self-defense, discipline, technique, sparring, belt ranking, dojo"
30cdb035-f8b9-5a5b-a46b-8afbbe158c3a,"Intermittent, Metabolism, Nutrition, Health, Detoxification, Mindfulness, Weight Loss, Autophagy, Energy, Blood Sugar"
3efaf8be-0564-551c-ba2b-1d6aacdba0b2,"horticulture, soil, planting, irrigation, compost, propagation, pest control, landscaping, pruning, biodiversity"
852fa3c3-cd2f-5ea8-9d92-569f91c03984,"oral health, tooth decay, dental hygiene, orthodontics, periodontal disease, cavity prevention, restorative dentistry, dental exams, fluoride treatment, cosmetic dentistry"
104d5448-7afb-5efe-9da6-7b47f11748dc,"video on demand, live broadcasting, content delivery, digital media, over-the-top services, interactive viewing, subscriber model, bandwidth usage, cross-platform access, media streaming technology"
c999708a-9373-5714-856e-87f8f7d12d03,"mushing, winter sports, snow travel, canine teamwork, sled dogs, arctic adventure, cold weather gear, outdoor exploration, animal training, recreational racing"
ae96404a-d01e-5d4a-a294-ffc8bffac986,"sketch, illustrate, design, render, depict, outline, compose, draft, blueprint, visualize"
4cc6fd6a-54e3-5490-bbe0-0d315c6127c4,"ceremony, reception, vows, invitations, attire, catering, photography, decorations, venue, planning"
06b950be-8a77-5bc1-8524-ad30e5701c0b,"cinema, film, storytelling, screenplay, audience, director, cinematography, editing, genre, box office"
eb709a6c-f4d9-593d-ae83-8c7d62b54708,"muscle tension, trigger points, pain relief, myofascial release, rehabilitation, physical therapy, acupuncture, sports injuries, tissue repair, holistic treatment"
ad172d5b-e28b-5e3e-bb6f-46311cd19680,"breathwork, energy cultivation, mindfulness, meditation, holistic healing, self-awareness, movement practice, relaxation techniques, body awareness, spiritual growth"
fafb3063-75ef-5fcb-ad22-39304ac04893,"cold therapy, recovery, inflammation reduction, muscle soreness, pain relief, wellness, blood circulation, athletic performance, skin rejuvenation, therapeutic treatment"
00c95925-b8fb-5451-be92-378bd428a20a,"Navigation, Wind, Sail, Hull, Anchor, Nautical, Regatta, Tides, Chart, Marina"
0b7bddd5-4541-59eb-a0b7-23cf6bcb4d47,"fitness, choreography, strength training, flexibility, performance art, body confidence, athleticism, movement, dance style, rhythm"
e6045d0a-17d7-5612-9bd5-700a0753b049,"oral health, dental care, tooth extraction, cavity prevention, orthodontics, periodontal disease, dental hygiene, teeth whitening, root canal, dental implants"
7f4c9d8f-91f3-5e0e-8f0c-c63d79e59bec,"Meditation, Mindfulness, Breathwork, Flexibility, Balance, Alignment, Wellness, Stress Relief, Meditation, Holistic Health"
19aca369-c8e0-5046-b343-eae74e1bc383,"paddling, watercraft, river, lake, outdoor adventure, recreation, wildlife, navigation, safety gear, teamwork"
647223e3-ff67-597d-bea4-6b188ea08872,"Fitness, Strolling, Exercise, Outdoors, Health, Mobility, Endurance, Routine, Leisure, Exploration"
0c5f4897-609c-59df-b938-8aaa7cc1176d,"horseback riding, dressage, show jumping, eventing, equestrian competitions, riding techniques, horse care, saddle fitting, equine health, rider training"
e01df0d5-76c6-55ed-aec4-e245f62f9300,"Birthday, Graduation, Retirement, Promotion, Anniversary, Birth, Memorial, Reunion, Vacation, Celebration"
a23b5067-a94c-50f8-a2ba-ab29ec7c3b8d,"relocation, transport, logistics, transition, change, travel, delivery, shipment, unpacking, coordination"
e6078694-0a16-5264-b47d-457603aad113,"companionship, socializing, bonding, support, communication, trust, laughter, activities, gatherings, memories"
e69abe3c-4380-5123-b26c-069e08228b8d,"Melody, Rhythm, Harmony, Composition, Chords, Improvisation, Soundscapes, Performance, Notation, Engagement"
13e3685d-120b-597c-8c59-957d7e5ae0ed,"shopping, groceries, transportation, appointments, bills, deliveries, supplies, scheduling, tasks, time management"
fb52afcf-8aa0-5932-ab3f-89ad00a967fe,"heart rate variability, autonomic nervous system, stress response, recovery metrics, cardiovascular health, wellness monitoring, physiological resilience, fitness assessment, biofeedback, health optimization"
d9ef5357-3864-5284-ae46-c3fc9b014810,"brew, roast, espresso, aroma, caffeine, barista, filter, blend, mug, grounds"
e21fe419-ef94-5939-bbe5-d9a6e12b24d7,"Organizing, Maintenance, Tidying, Disinfecting, Decluttering, Grooming, Arranging, Sanitizing, Sorting, Upkeep"
f2a21e75-ae92-56b1-b85b-b342c6de30f1,"skincare, beauty, treatment, rejuvenation, cleansing, massage, hydration, exfoliation, relaxation, aesthetics"
14447054-b475-51ba-bb70-d394bccf9044,"fitness, flexibility, posture, core strength, balance, rehabilitation, mindfulness, endurance, alignment, wellness"
922a95c6-b479-5f44-af44-228d078fe4c5,"racquet, court, serve, volley, net, score, paddle, game, tournament, strategy"
b3f15391-f1b5-56ae-b1ff-e78495b39ab8,"relaxation, hygiene, skincare, aromatherapy, self-care, wellness, cleansing, tranquility, ritual, rejuvenation"
aef61ca1-0b4a-5b12-aeb0-cb33be521fe2,"scheduling, organization, task management, time allocation, project coordination, resource planning, goal setting, deadline tracking, prioritization, efficiency"
d6741f30-2a15-57e8-bcbb-c58a913ecb15,"firearms, target practice, ammunition, marksmanship, safety protocols, gun handling, shooting techniques, range etiquette, competition shooting, ballistic analysis"
d092d4fc-ea8d-58ca-971e-c5a6c65acee2,"racket, shuttlecock, court, serve, rally, net, grip, footwork, scoring, doubles"
6b22ab7a-7f9d-5bed-9ff8-d6406809a421,"stickhandling, faceoff, groundball, attack, defense, midfield, cleats, checking, goalie, offense"
64993a40-a339-5c17-9674-8cab8c208939,"patient care, diagnosis, treatment, health assessment, medical history, clinical examination, prescription, follow-up, healthcare provider, medical consultation"
1574a40d-17b1-5331-982e-d1c7d808420b,"racquet, court, serve, volley, rally, point, game, match, score, strategy"
45da7e21-ae98-57e2-9207-ab7862b658d9,"flexibility, balance, strength, coordination, acrobatics, routines, apparatus, tumbling, agility, performance"
32bba106-55e2-507a-bd07-59ab3d486847,"yarn, hook, stitch, pattern, gauge, fiber, tension, project, design, row"
947de72e-aac4-51b2-b146-408315c09110,"styling, grooming, haircare, maintenance, appointment, salon, barber, trimming, consultation, texture"
b0d1e637-4c98-5b36-8eda-46420190dda2,"goal, referee, strategy, competition, teamwork, endurance, training, tactics, scoring, league"
c179cbf7-e7dc-5c61-b468-e3ad7563f2d9,"Hydration, Conservation, Pollution, Quality, Aquifer, Ecosystem, Treatment, Supply, Resource, Cycle"
3bee367c-f6b6-5dae-bda4-2e3813ab0ce5,"bat, ball, wicket, bowler, batsman, innings, run, score, pitch, umpire"
c07b4ff9-a962-5267-b41e-5d667d199661,"scrum, try, tackle, ruck, lineout, penalty, conversion, forward, backline, referee"
3bc8434b-7fcc-5403-b679-f5356116f329,"racquet, court, serve, rally, gameplay, scoring, strategy, fitness, agility, competition"
c4fc9dfa-b272-5476-926d-524f4b19964f,"relaxation, detoxification, heat therapy, wellness, steam, aromatherapy, cardiovascular health, muscle recovery, meditation, spa experience"
d8716c0a-ba51-5b49-8bd1-43a601a8b018,"batting, pitching, fielding, baserunning, strategy, teamwork, equipment, training, competition, scorekeeping"
ab7b3e31-0081-513c-87d0-4dd24a19a48c,"spike, serve, set, dig, block, rally, court, libero, rotation, setter"
c3c6b5bf-6fef-588d-a3d4-6af7b0b5e716,"migraine, tension, pain relief, symptoms, treatment, diagnosis, triggers, medication, neurology, wellness"
b629d3bc-c943-5a7e-bd8b-030f11a3e507,"paddling, watercraft, adventure, navigation, outdoor recreation, endurance, safety equipment, natural exploration, teamwork, fitness"
bce5b280-977d-543f-b56d-20b1e3b3bc2f,"trails, wilderness, nature, exploration, fitness, adventure, scenery, outdoor, terrain, endurance"
83b3f160-bb5c-593b-905c-edf1e726c9d8,"outdoors, hiking, backpacking, wilderness, nature, campfire, gear, exploration, adventure, survival"
0a323c92-e4af-58bd-968b-0c25484c7e6f,"Cuisine, Menu, Reservation, Ambiance, Service, Dining, Appetizers, Entrees, Dessert, Rating"
58859c56-9464-5305-a374-c66656834d1a,"fitness, coordination, endurance, cardiovascular, agility, interval training, muscle toning, balance, weight loss, flexibility"
e9f22822-2d8c-56e5-be8a-f749176ac62d,"strings, chords, melody, rhythm, scales, frets, strumming, pick, tablature, improvisation"
ddcd36b7-b90a-59b5-9987-8a64edbef67c,"strength training, functional fitness, weightlifting, cardiovascular exercise, core stability, mobility training, endurance, resistance training, athletic performance, bodyweight exercises"
316fac7f-4c2d-5c44-9c2a-f5a7473311c3,"rehabilitation, mobility, strength training, flexibility, endurance, cooldown, injury prevention, wellness, physical therapy, rejuvenation"
6e7bf28d-1dd2-5240-8ce4-a9fa1270047e,"therapy, relaxation, wellness, stress relief, circulation, tension, rejuvenation, mindfulness, holistic, bodywork"
0c932ba7-d9c7-5193-99e9-f62a7aa5cb70,"apnea, respiration, lung capacity, breath control, hypoxia, CO2 tolerance, diving, meditative practice, respiratory efficiency, safety protocols"
9dff5baf-ecad-5093-84c8-4833e33c88b2,"spine, alignment, therapy, adjustment, wellness, pain relief, posture, rehabilitation, mobility, musculoskeletal"
9ace621d-e781-5b77-a523-567a24a1c71d,"Bacteria, Virus, Pathogen, Immune response, Transmission, Contagion, Antibiotics, Infection control, Symptoms, Diagnosis"
2b484716-d543-5638-9fc2-6def3e388e4f,"crafting, home improvement, tools, materials, design, creativity, renovation, tutorial, assembly, decoration"
1bc4d2ee-df42-5f55-ad54-bbee92af6137,"racket, court, serve, volley, match, tournament, baseline, score, rally, referee"
450bb979-7a8e-569b-b6b7-0ba5fec9ba53,"Angling, Bait, Tackle, Rod, Reel, Catch, Lure, Premises, Conservation, Aquatic"
fb91ec4e-98f8-53c2-ad4d-1ed44028b015,"Membership, Social, Event, Gathering, Entertainment, Networking, Lounge, Venue, Experience, Celebration"
25cf905e-c111-5e0d-9334-1575341b3925,"intimacy, consent, relationships, pleasure, sexuality, attraction, communication, health, intimacy education, privacy"
03c51603-8b49-5a19-aed1-98b1bf0d8e30,"court, team, player, strategy, referee, match, training, defense, offense, league"
0db07e3f-6451-5ba1-9e18-c8330fe70098,"wellness, relaxation, geothermal, therapeutic, spa, mineral-rich, rejuvenation, nature, tranquility, hydrotherapy"
63660e96-8384-51b9-b189-df8bcfe0deff,"gut health, microbiome, digestive wellness, beneficial bacteria, fermentation, immune support, prebiotics, dietary supplements, health benefits, intestinal flora"
c5945008-4078-5293-8c7f-d9d25da915bb,"strike, spare, lane, pin, alley, score, ball, approach, approach, frame"
3eb52427-efb7-5e5c-a672-12bbf796b6fb,"bow, arrow, target, quiver,射箭, stance, release, draw weight, fletching, range"
176839a2-9c3e-596d-b1b1-4a77ba16f3cf,"worship, fellowship, community, spirituality, service, prayer, scripture, ministry, congregation, devotion"
1bd92b1c-1c91-537c-938e-9a0243bff017,"relaxation, wellness, heat therapy, hydration, detoxification, muscle recovery, stress relief, cardiovascular health, skin rejuvenation, breathing techniques"
3eef0f92-5b52-580a-a3b5-e9b6399cb1bf,"outdoors, hiking, backpacking, wilderness, adventure, nature, survival, exploration, relaxation, campfire"
981aef3f-cf4c-5b6f-88b1-2660ad3dd679,"balance, strength, flexibility, inversion, core stability, body alignment, endurance, posture, coordination, fitness"
fb1ae6ce-63e5-5b31-be56-15bfe56f8f17,"fitness, endurance, agility, teamwork, coordination, challenge, strategy, training, motivation, performance"
11a8adb4-16a2-5cfe-9412-f583056b72d1,"snow, trails, endurance, technique, equipment, fitness, weather, terrain, conditions, preparation"
67de7908-6f4c-5a41-a2ba-f1e7a00e73c4,"Radiation, Photosynthesis, Ultraviolet, Solar Energy, Vitamin D, Illumination, Climate, Atmosphere, Spectrum, Heat"
9f2bdd86-8380-5a79-a426-d0c0061b7aca,"mass, gravity, measurement, balance, force, kilograms, pounds, scale, density, resistance"
606ae6ec-ec20-5362-9d10-79a81bfba3f9,"hair removal, beauty treatment, skin exfoliation, salon services, aesthetics, smooth skin, body care, personal grooming, cosmetic procedures, self-care"
815db158-0e6a-5d40-b54f-365cae33cbb5,"rowing technique, fitness training, endurance, water sports, muscle strength, competition, team dynamics, cardiovascular health, performance improvement, equipment maintenance"
8870faea-30d4-52db-9659-8c75a0ba9ce3,"Cardio, Endurance, Fitness, Health, Training, Exercise, Performance, Pedals, Routes, Gear"
527e3c27-bdd5-5df6-8cee-2310ca802366,"rest, sleep, rejuvenation, relaxation, downtime, energy recharge, mental health, circadian rhythm, wellness, self-care"
b9630dae-233d-52a8-ad5f-9eb3641e8e53,"recovery, relaxation, rejuvenation, wellness, self-care, mindfulness, balance, restoration, mental health, physical recovery"
b420c46c-5e91-5171-b308-089d1d068d06,"batting, pitching, fielding, home run, strikeout, base running, outfield, infield, glove, umpire"
4bcdf28d-03db-59e7-b731-e2ed13e4c45d,"reflection, creativity, expression, mindfulness, organization, documentation, introspection, planning, analysis, inspiration"
45cbe4d6-2b12-53f3-90cc-cd8f5da3442c,"hoops, court, dribbling, shooting, defense, rebound, assist, layup, three-pointer, strategy"
c9537d01-0d7c-53fa-a9ed-54781075a22d,"Birdie, Par, Eagle, Fairway, Green, Tee, Bunker, Caddy, Stroke, Putter"
07131afc-bdd1-5040-9eef-f636dc56d11b,"strength, stability, balance, endurance, flexibility, posture, resistance, mobility, fitness, rehabilitation"
7308b549-abe5-5494-bd55-002c259040cc,"recovery, support, mindfulness, wellness, resilience, community, health, awareness, coping, transformation"
420439f2-d1c7-5ec4-a3cb-60bdf40e1376,"tricks, ollie, grind, deck, wheels, safety gear, skate park, ramps, balance, freestyle"
0f45c744-2957-54fc-82b7-6ea0dd9fd8a3,"Athletics, Competition, Spectators, Team, Fans, Venue, Championship, Tournament, Scoreboard, Event Management"
6d2a19e6-b3c6-5bf3-b12c-376608bd9162,"rehabilitation, mobility, recovery, strength, exercises, pain management, assessment, flexibility, wellness, functional movement"
8666c655-8971-53c4-81c9-31d4bb6288bd,"water sports, outdoor recreation, aquatic activities, physical fitness, balance skills, adrenaline rush, competition, summer activities, wave riding, equipment maintenance"
ae9673db-b72e-57cd-a542-74369fc86753,"discipline, technique, self-defense, combat, training, fitness, flexibility, strategy, competition, respect"
f04fa7df-b8bc-5307-ab80-7295850e1981,"Live music, ticket sales, performance venue, audience engagement, sound system, stage setup, artist lineup, promotional materials, merchandise sales, crowd management"
790cddb1-06a7-52fd-ad16-31894f77fe33,"ingredients, recipes, cuisine, preparation, baking, seasoning, technique, plating, nutrition, utensils"
7d522063-e3ba-5416-bf0c-51dfa16a9757,"aerial, adventure, flight, altitude, wind, harness, scenery, navigation, enjoyment, thrill"
8e705df7-86e6-53f4-992a-3eb62beecd13,"backcountry, snow conditions, avalanche safety, gear selection, trail navigation, mountain weather, fitness training, route planning, environmental awareness, ski technique"
80625daf-e32d-50d1-8bf7-440522bcfee9,"baseball, team sports, recreational games, outdoor activities, exercise, youth sports, fitness, competition, coordination, strategy"
f0bf16c1-8419-5a14-ae5b-dc9cc79f8f1e,"Wildlife, tracking, camouflage, conservation, firearms, archery, wilderness, habitat, ethics, regulations"
19d30981-bc86-545c-97e4-53d1a3db2313,"Vertical, Ascend, Grip, Rockface, Summit, Bouldering, Crux, Hold, Traverse, Belay"
